record_type,region_index,region_abbreviation,region_name,forcing,year,posterior_mean,lower_5th_percentile,upper_95th_percentile,observation,pearson_r,ar1_adjusted_p_value,significant_p_lt_0_05,n_observed_years,effective_n_ar1,units
posterior_response,0,GIC,Greenland/Iceland,ALL,1943,0.5885470552992312,0.26265514283960956,0.9144389677588527,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1944,0.5919156860965535,0.267141201332752,0.916690170860355,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1945,0.5936992784804023,0.269696047839396,0.9177025091214084,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1946,0.5939695556017479,0.2703344524806264,0.9176046587228692,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1947,0.5928162564836518,0.26910822062520173,0.9165242923421016,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1948,0.5903762261124446,0.26615964674962694,0.914592805475262,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1949,0.586821121579528,0.261706859876259,0.9119353832827969,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1950,0.5823287428067715,0.2559743966546809,0.908683088958862,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1951,0.5770768897160437,0.24915566448985615,0.904998114942231,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1952,0.5712433622292145,0.2414345358373544,0.9010521886210743,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1953,0.5650059602681533,0.23298787259980153,0.8970240479365049,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1954,0.5585420174522698,0.22398970688290748,0.893094328021632,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1955,0.5520315926196662,0.2146203660475623,0.8894428191917698,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1956,0.5456726400201107,0.20510151585560915,0.8862437641846121,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1957,0.5396701594204963,0.19566833219870067,0.8836719866422919,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1958,0.5342389709420986,0.18656761592815008,0.8819103259560469,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1959,0.5295963497947861,0.17804907413518412,0.8811436254543878,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1960,0.525959571188427,0.17036241391102203,0.8815567284658317,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1961,0.5235416877040624,0.16376428014834105,0.8833190952597836,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1962,0.5225388614074219,0.15854366301691042,0.8865340597979332,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1963,0.5231430317354059,0.1550148667732052,0.8912711966976063,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1964,0.5255297488085884,0.15345893042428943,0.8976005671928872,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1965,0.5298001871575124,0.15398508536426692,0.9056152889507577,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1966,0.5360038586974976,0.15658322234606048,0.9154244950489344,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1967,0.5441814570191412,0.16123339458794955,0.9271295194503326,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1968,0.5543669488815717,0.16794224750931974,0.9407916502538234,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1969,0.5665673937180483,0.17666480340225044,0.956469984033846,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1970,0.5807753092594728,0.18732249322637778,0.9742281252925677,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1971,0.5969519537531954,0.19977201651302184,0.9941318909933687,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1972,0.6150452355964938,0.2138691465546091,1.0162213246383782,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1973,0.6349809232699143,0.2294377123687053,1.040524134171123,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1974,0.6566792502748209,0.24634393232786306,1.0670145682217784,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1975,0.6800604501125733,0.2645073895032089,1.0956135107219376,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1976,0.7050391956156276,0.2838770266916954,1.1262013645395594,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1977,0.7315079169408018,0.30436628055727377,1.1586495533243295,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1978,0.7593534835760001,0.32590532687907425,1.1928016402729256,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1979,0.7884627650091337,0.34843173750133344,1.2284937925169337,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1980,0.8187226307281097,0.3718853931589828,1.2655598682972364,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1981,0.8500192029122673,0.39621368386695033,1.303824721957584,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1982,0.882238998273601,0.4213672199013049,1.3431107766458967,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1983,0.9152789609176231,0.4473206988171356,1.3832372230181103,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1984,0.949029977254192,0.47403482489257714,1.4240251296158066,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1985,0.9833805733275218,0.5014648499611187,1.4652962966939247,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1986,1.018219275181824,0.5295609393021713,1.5068776110614763,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1987,1.0534346088613127,0.5582529119788684,1.5486163057437567,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1988,1.088916716991027,0.587466319970694,1.5903671140113598,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1989,1.1245622085193134,0.6171299931389339,1.6319944238996926,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1990,1.1602693089753435,0.6471634131808316,1.6733752047698551,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1991,1.195936243888292,0.6774453912556532,1.7144270965209303,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1992,1.2314612387873305,0.7078445708881775,1.7550779066864832,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1993,1.2667454415606958,0.7382249390191139,1.7952659441022774,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1994,1.3017038798108858,0.7684326019851385,1.8349751576366327,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1995,1.3362632646114694,0.7983059893882126,1.8742205398347258,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1996,1.3703557036790652,0.8276676709479547,1.9130437364101756,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1997,1.4039293717769015,0.856371328182191,1.9514874153716117,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1998,1.436954744906338,0.884322158468838,1.9895873313438377,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,1999,1.4694333262867088,0.911497032059327,2.02736962051409,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2000,1.501386656461747,0.9379191054244526,2.0648542074990415,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2001,1.5328428383299286,0.9636266940744663,2.1020589825853904,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2002,1.5638307974978618,0.9886600139754039,2.1390015810203193,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2003,1.5943794595721568,1.0130580002885545,2.1757009188557586,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2004,1.6245177501594121,1.0368544649561677,2.212181035362656,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2005,1.65427459486624,1.060081681351364,2.2484675083811156,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2006,1.6836789192992525,1.0827708917897256,2.284586946808779,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2007,1.7127596490650425,1.1049530808223857,2.320566217307699,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2008,1.7415457097702296,1.1266592330005478,2.356432186539911,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2009,1.7700660270214157,1.1479203328753664,2.3922117211674645,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2010,1.7983492074642604,1.168767092564047,2.4279313223644734,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2011,1.826422581900631,1.1892291093985103,2.463616054402751,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2012,1.8543131621714608,1.20933669453709,2.499289629805831,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2013,1.8820479601176623,1.2291258449354059,2.5349700752999182,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2014,1.9096528740129737,1.2486385715204933,2.5706671765054536,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2015,1.9371493076257342,1.2679160270997138,2.6063825881517544,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2016,1.9645573902105005,1.286998746135607,2.6421160342853938,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2017,1.9918958216852822,1.305925105278678,2.6778665380918865,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2018,2.0191777455685243,1.3247216875805052,2.713633803556543,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2019,2.0464149162787875,1.343414890052752,2.7494149425048224,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2020,2.0736190882346257,1.3620318654022707,2.7852063110669802,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2021,2.100801353926949,1.3805982372830732,2.821004470570825,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2022,2.1279701581361206,1.3991335131377896,2.856806803134451,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2023,2.155132697027369,1.417654316108114,2.892611077946624,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2024,2.1822933455450784,1.4361707523155622,2.9284159387745943,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ALL,2025,2.2094537580790035,1.4546866434004586,2.964220872757548,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1850,-0.10191261898997611,-0.6213953456491166,0.4175701076691641,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1851,-0.09626588380467688,-0.6109937096400522,0.41846194203069814,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1852,-0.09062102380921006,-0.6005964053195005,0.41935435770108026,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1853,-0.08497991419340761,-0.5902080160395509,0.42024818765273547,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1854,-0.07934443014710163,-0.5798341043744901,0.4211452440802865,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1855,-0.07371726631533265,-0.5694816632841306,0.422047130653465,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1856,-0.06810471226834808,-0.5591637024163547,0.4229542778796582,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1857,-0.06251514544910192,-0.5488980811436982,0.42386779024549415,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1858,-0.05695757729276779,-0.5387042811681836,0.4247891265826477,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1859,-0.0514422867859064,-0.5286044067773509,0.4257198332055378,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1860,-0.04597986980292296,-0.5186202833084295,0.4266605437025832,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1861,-0.0405809222182249,-0.5087742741265376,0.4276124296900876,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1862,-0.03525603990621734,-0.4990889534683069,0.428576873655872,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1863,-0.030015818741307154,-0.4895868955703698,0.4295552580877552,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1864,-0.02487085459790045,-0.48029067466936026,0.43054896547355914,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1865,-0.019831743350403552,-0.47122286500191096,0.43155937830110364,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1866,-0.014909080873221459,-0.4624060408046529,0.4325878790582098,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1867,-0.010113463040761717,-0.4538627763142213,0.4336358502326976,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1868,-0.005455485727430598,-0.4456156457672492,0.4347046743123878,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1869,-0.0009457448076334307,-0.43768722340036753,0.43579573378510045,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1870,0.0034051638442236243,-0.43010008345020945,0.4369104111386565,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1871,0.0075855839337296005,-0.4228792497236184,0.4380504175910774,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1872,0.011579617486462579,-0.41605869288195546,0.4392179278548804,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1873,0.015370306107996279,-0.4096681071061888,0.4404087193221811,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1874,0.018940691403904364,-0.40372305376950796,0.44160443657731646,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1875,0.02227381497975983,-0.39823577389973713,0.4427834038592566,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1876,0.025353680965135128,-0.39321490100510953,0.44392226293537956,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1877,0.028168143585596384,-0.38865368935756495,0.4449899765287575,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1878,0.030706733626296612,-0.3845363396554801,0.4459498069080731,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1879,0.03296229645943055,-0.380838446743223,0.44676303966208386,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1880,0.03493022527149159,-0.37752918130948837,0.4473896318524713,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1881,0.036607862247044876,-0.37457232374423666,0.4477880482383262,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1882,0.03799849046034026,-0.3719238034621803,0.4479207843828606,,,,,,,degC
posterior_response,0,GIC,Greenland/Iceland,ANT,1883,0.039107419449264935,-0.3695423339933437,0.44775717289187333,,,,,,,degC
